sxt_mm,cn_mm,na_mm,c_mm,kf_mm,azm_mm,ct_mm,cip_mm,te_mm,ax_mm,mem_mm,imp_mm,ctx_mm,amc_mm,fep_mm,fox_mm,caz_mm,cro_mm,pip_mm,ob_mm,edta_mm,afb_mm,mk_mm,atm_mm,blee,ampc,carbapenemasas,departamento,ctxm,tem,oxa,shv,mcr1,cmy,ndm,colistina,ac_nalidixico,cloranfenicol,ciprofloxacina,sulfatrimetoprim,gentamicina,azitromicina,amoxicilina,tetraciclina,cefepime,cefoxitina,meropenem,amoxi_clav,ceftazidima,cefotaxima,cefalotina,imipenem,amikacina,ceftriaxona,piperazilina,R_polimixinas,R_fenicoles,R_quinolonas,R_sulfas,R_aminoglucosidos,R_macrolidos,R_betalactamicos,R_carbapenemicos,R_tetraciclinas,count_grupos,MDR3,MDR5,R2_colistina,R2_cloranfenicol,R2_ciprofloxacina,R2_sulfatrimetoprim,R2_gentamicina,R2_azitromicina,R2_amoxicilina,R2_tetraciclina,R2_cefepime,R2_cefoxitina,R2_meropenem,R2_amoxi_clav,R2_ceftazidima,R2_cefotaxima,R2_cefalotina,R2_ac_nalidixico,R2_imipenem,R2_ceftriaxona,R2_amikacina,R2_piperazilina,count_total_resistencias,gyrA,gyrA_parC,qnr,sp_bioquimica,aztreonam,R2_aztreonam,count_total_resistencias2,kleborate/fastani,id_seq,ST,AAC(3)-IId,AAC(3)-IIe,AAC(3)-VIa,AAC(6')-Ian,AAC(6')-Ib-cr,AAC(6')-Ib7,AAC(6')-Ib9,AAC(6')-Il,ANT(2'')-Ia,ANT(3'')-IIa,APH(3'')-Ib,APH(3')-IIa,APH(3')-Ia,APH(3')-VIa,APH(6)-Id,CMY-59,CTX-M-14,CTX-M-15,CTX-M-2,CTX-M-27,CTX-M-3,CTX-M-55,ErmB,FosA3,FosA5,FosA6,KPC-1,LAP-2,LEN-17,MCR-1,MCR-1.11,NDM-1,OKP-A-2,OKP-B-3,OXA-1,OXA-10,OXA-4,OXY-1-1,OXY-1-2,OXY-1-4,OXY-4-1,OXY-5-1,OXY-6-1,OXY-6-4,PER-1,PER-2,QnrB17,QnrB20,QnrB5,QnrB62,QnrS1,QnrVC1,SAT-1,SHV-101,SHV-106,SHV-11,SHV-110,SHV-134,SHV-182,SHV-187,SHV-26,SHV-27,TEM-1,TEM-104,TEM-141,TEM-150,TEM-176,TLA-1,VEB-9,aadA16,aadA2,aadA5,aphA15,arr-3,catB3,catI,catII,cmlA1,cmlA4,cmlA5,cmlB1,dfrA1,dfrA12,dfrA14,dfrA15,dfrA17,dfrA21,dfrA27,dfrA5,dfrA6,dfrA7,dfrA8,floR,linG,lnuG,mphA,mphB,mphE,msrE,oqxA,oqxB,sul1,sul2,sul3,tet(A),tet(B),tet(C),tet(D),tetM,blaCMY,blaCTXM,blaKPC,blaOXA,blaSHV,blaTEM,mcr,NDM,st2
24,24,21,24,21,16,12,26,24,9,30,26,30,24,31,24,29,28,22,13,24,6,23,32,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,No,No,Klebsiella,Sensible,0,1,Klebsiella pneumoniae,608,ST1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ST-ST1537
25,25,22,25,22,17,11,28,24,6,29,26,32,23,30,28,22,12,23,10,14,6,22,31,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,No,No,No,Klebsiella,Sensible,0,2,Klebsiella pneumoniae,609,ST1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ST-ST1537
6,25,16,27,6,15,13,25,6,6,32,27,11,18,19,27,20,6,8,6,16,6,19,19,1,0,0,,,,,,,,,Intermedio,Intermedio,Sensible,Intermedio,Resistente,Sensible,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,0,1,0,0,1,0,1,3,MDR3,No MDR5,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,7,No,No,No,Klebsiella,Intermedio,0,7,Klebsiella pneumoniae,610,ST25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST25
18,27,15,25,6,25,13,17,27,6,30,29,6,18,14,20,20,6,9,12,16,6,22,18,1,0,0,,,,,,,,,Intermedio,Intermedio,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,7,No,No,No,Klebsiella,Intermedio,0,7,Klebsiella pneumoniae,611,ST1271,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,ST-ST1271
6,27,29,30,17,13,13,30,25,6,34,31,30,28,28,30,36,28,18,18,16,6,23,6,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Intermedio,Resistente,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Intermedio,0,0,0,1,0,0,1,0,0,2,No MDR3,No MDR5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,No,No,No,Escherichia coli,Resistente,1,3,ecoli,612,69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-69
26,25,23,28,24,15,13,32,28,11,31,28,36,30,38,26,36,34,19,15,16,6,25,36,0,0,0,,,,,,,,,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No,No,No,Klebsiella,Sensible,0,1,Klebsiella pneumoniae,613,ST1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ST-ST1401
6,30,6,20,6,6,8,6,10,6,38,33,16,25,24,30,27,11,12,11,30,6,24,22,0,0,0,,,,,,,,,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,1,0,1,1,0,1,1,0,1,6,MDR3,MDR5,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Sensible,0,11,ecoli,614,1193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,ST-1193
6,14,20,6,6,20,12,24,6,6,32,30,10,30,22,16,12,6,6,16,12,6,20,20,1,0,0,,,,,,,,,Intermedio,Sensible,Resistente,Intermedio,Resistente,Intermedio,Sensible,Resistente,Resistente,Intermedio,Intermedio,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,0,1,0,0,1,0,1,4,MDR3,No MDR5,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,9,No,No,No,Escherichia coli,Intermedio,0,9,ecoli,615,648,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,ST-648
6,28,6,28,6,14,8,16,8,6,34,30,38,24,30,26,34,32,10,18,20,6,24,18,0,0,0,,,,,,,,,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,1,0,1,1,0,0,1,0,1,5,MDR3,MDR5,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,No,No,Sí,Escherichia coli,Intermedio,0,8,ecoli,616,ND,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ND
6,24,6,6,6,18,6,6,6,6,34,30,12,38,20,18,24,6,6,12,14,6,22,6,0,0,0,,,,,,,,,Resistente,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,1,1,1,1,0,0,1,0,1,6,MDR3,MDR5,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,12,No,No,Sí,Escherichia coli,Resistente,1,12,ecoli,617,457,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,ST-457
6,20,6,6,6,14,11,6,6,6,26,26,8,24,18,18,18,6,6,6,12,6,20,20,1,0,0,,,,,,,,,Intermedio,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,0,0,1,0,1,5,MDR3,MDR5,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Intermedio,0,11,ecoli,618,457,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,ST-457
6,22,6,20,6,6,10,6,24,6,28,26,6,30,18,22,22,6,6,8,14,6,18,18,1,0,0,,,,,,,,,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,1,0,1,1,0,1,1,0,0,5,MDR3,MDR5,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Escherichia coli,Intermedio,0,11,ecoli,619,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ST-38
6,6,6,6,6,28,14,30,6,6,34,31,12,22,20,28,20,6,10,6,22,6,22,18,1,0,0,,1,1,0,0,0,0,0,Sensible,Resistente,Resistente,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,1,0,1,0,1,6,MDR3,MDR5,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,10,No,Sí,No,Escherichia coli,Intermedio,0,9,ecoli,678,88,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-88
6,6,6,6,6,18,14,30,7,6,36,33,12,20,22,28,20,6,10,6,20,8,21,18,1,0,0,,1,1,0,0,0,0,0,Sensible,Resistente,Resistente,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,1,0,1,0,1,6,MDR3,MDR5,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,10,No,Sí,No,Escherichia coli,Intermedio,0,9,ecoli,679,88,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-88
6,6,6,6,6,19,13,30,7,6,32,33,12,26,32,38,20,6,10,8,12,12,21,17,1,0,0,,1,1,0,0,0,0,0,Intermedio,Resistente,Resistente,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,1,0,1,0,1,6,MDR3,MDR5,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,10,No,Sí,No,Escherichia coli,Resistente,1,10,ecoli,680,88,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,ST-88
6,6,6,6,6,15,12,30,6,6,33,31,12,20,20,28,20,6,10,8,16,6,20,15,1,0,0,,1,1,0,0,0,0,0,Intermedio,Resistente,Resistente,Intermedio,Resistente,Resistente,Sensible,Resistente,Resistente,Intermedio,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,1,1,0,1,0,1,6,MDR3,MDR5,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,10,No,Sí,No,Escherichia coli,Resistente,1,10,ecoli,681,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ST-10
6,6,6,6,6,6,14,6,28,6,14,18,7,10,20,6,6,9,6,6,10,6,14,11,0,0,1,,1,1,1,0,0,0,0,Sensible,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Sensible,Intermedio,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,Resistente,0,1,1,1,1,1,1,1,0,7,MDR3,MDR5,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,17,No,No,Sí,Klebsiella,Resistente,1,17,Klebsiella grimontii,682,ND,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,ND
21,25,6,6,6,6,15,15,6,6,37,36,6,34,16,20,20,6,6,6,16,6,22,10,1,0,0,,1,1,1,0,0,0,0,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,Resistente,Resistente,Sensible,Sensible,Sensible,Intermedio,Resistente,Resistente,Sensible,Sensible,Resistente,Resistente,0,1,1,0,0,1,1,0,1,5,MDR3,MDR5,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,11,No,No,Sí,Klebsiella,Resistente,1,11,Klebsiella michiganensis,683,ND,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,ND
15,19,6,23,19,17,12,22,25,6,30,27,30,20,31,25,26,26,7,15,15,10,20,16,0,0,1,,0,1,0,0,0,0,0,Intermedio,Resistente,Sensible,Intermedio,Intermedio,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,No,Sí,No,Escherichia coli,Resistente,1,4,ecoli,684,6697,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-6697
18,21,16,24,22,18,13,24,27,6,34,32,35,22,38,30,32,32,15,16,12,6,22,35,0,0,0,,0,1,1,0,0,0,0,Intermedio,Intermedio,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,No,No,No,Escherichia coli,Sensible,0,2,ecoli,685,6697,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-6697
30,22,6,25,22,21,13,26,27,27,34,34,35,24,38,28,32,33,28,20,12,6,22,32,0,0,0,,0,0,0,0,0,0,0,Intermedio,Resistente,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,0,0,1,0,0,0,0,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,No,Sí,No,Escherichia coli,Sensible,0,1,ecoli,686,4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ST-4959
22,20,25,28,6,15,13,30,26,6,30,26,18,22,24,26,14,8,18,6,14,6,17,14,1,0,0,,1,0,0,1,0,0,0,Intermedio,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Sensible,Intermedio,Sensible,Sensible,Sensible,Resistente,Resistente,Resistente,Sensible,Sensible,Resistente,Intermedio,0,0,0,0,0,0,1,0,0,1,No MDR3,No MDR5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,5,No,No,No,Escherichia coli,Resistente,1,5,Klebsiella michiganensis,687,ND,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ND
6,22,12,26,22,14,14,18,28,6,36,36,23,24,40,30,36,25,16,20,12,6,24,38,0,0,0,,0,1,0,0,0,0,0,Sensible,Resistente,Sensible,Resistente,Resistente,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Sensible,Sensible,Sensible,Resistente,0,0,1,1,0,0,1,0,0,3,MDR3,No MDR5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,No,No,Sí,Escherichia coli,Sensible,0,5,ecoli,688,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ST-678
33,21,6,29,6,15,14,19,28,6,25,27,22,16,28,24,24,18,9,6,6,6,15,6,0,0,1,,1,0,0,0,0,0,0,Sensible,Resistente,Sensible,Resistente,Sensible,Sensible,Sensible,Resistente,Sensible,Sensible,Sensible,Sensible,Intermedio,Sensible,Resistente,Resistente,Sensible,Intermedio,Resistente,Resistente,0,0,1,0,0,0,1,0,0,2,No MDR3,No MDR5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,7,No,No,Sí,Klebsiella,Resistente,1,7,Klebsiella michiganensis,689,ND,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ND
